Date & time,Note,Gene (x),y,z,R,range fraction
20220204140752,nsp3-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.305538117,0.5
20220204162231,ns8-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.305323677,0.25
20220204141027,nsp3-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.304940097,0.75
20220204141302,nsp3-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.304907533,1
20220204144425,ExoN-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.304827695,0.75
20220204130235,nsp2-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.299197274,0.5
20220204144601,nsp15-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.294659863,1
20220204144542,nsp15-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.293814639,0.75
20220204144525,nsp15-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.293614037,0.5
20220204144508,nsp15-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.289876902,0.25
20220204143625,nsp7-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.275041573,1
20220204143614,nsp7-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.269229497,0.5
20220204162214,ORF7a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.250595385,0.75
20220204162221,ORF7a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.250344118,1
20220204162206,ORF7a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.250034546,0.5
20220204162158,ORF7a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.239520821,0.25
20220204143619,nsp7-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.228758578,0.75
20220204145454,ORF3a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.22210868,1
20220204145437,ORF3a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.22208349,0.75
20220204145420,ORF3a-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.221858968,0.5
20220204143609,nsp7-all_mutations-IR_FR_indinorm_and_log,VarSeqP,IR,FR,0.177247897,0.25
20220204123306,nsp3-all_mutations,VarSeqP,IR,FR,0.1212757,0.25
20220204124919,nsp3-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.1212757,0.25
20220204123848,nsp3-all_mutations,VarSeqP,IR,FR,0.11603124,0.75
20220204125516,nsp3-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.11603124,0.75
20220204124142,nsp3-all_mutations,VarSeqP,IR,FR,0.093884585,1
20220204125810,nsp3-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.093884585,1
20220204123557,nsp3-all_mutations,VarSeqP,IR,FR,0.085577008,0.5
20220204125216,nsp3-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.085577008,0.5
20220204122800,nsp2-all_mutations,VarSeqP,IR,FR,0.023376564,0.75
20220204124419,nsp2-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.023376564,0.75
20220204122850,nsp2-all_mutations,VarSeqP,IR,FR,0.013479761,1
20220204124506,nsp2-all_mutations-IR_FR_indinorm,VarSeqP,IR,FR,0.013479761,1
